"DOI","Link","Abstract","EID"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896386197&partnerID=40&md5=24eaa565f17c661d166ade86ad63da24","[No abstract available]","2-s2.0-84896386197"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080014126&partnerID=40&md5=183d0a352607a62d9b6ce70c2b6bcd7d","[No abstract available]","2-s2.0-85080014126"
