"Qualifier","N","Mean","SD","Min","Max","CV_pct"
"petn_qual57_ratio",48,0.0289627277763527,0.0141748991951399,0.00317720690825995,0.0532992270037854,48.9
"petn_qual76_ratio",66,0.101789063236677,0.0096572557953945,0.0829108431247997,0.130498149702854,9.5
"rdx_qual46_ratio",66,6.66394732311253,1.74625617354375,4.74394274721992,12.1617874552744,26.2
"rdx_qual75_ratio",66,3.45103760099696,2.58484464373447,1.64375819348988,10.8238835205068,74.9
