"Dataset","Current_Poly_R2","Power_Row_R2","Power_Row_a","Power_Row_b","Power_Pos_R2","Power_Pos_a","Power_Pos_b","Current_Mean_Abs_Bias","Power_Row_Mean_Abs_Bias","Power_Pos_Mean_Abs_Bias"
"ABS-S-1",0.9492,0.833555536962148,3.78820054894275,0.101909008636227,0.854996472997131,4.9271130760716,0.120037974908093,14.4812027263173,11.3237522125097,11.493113717432
"ABS-S-2",0.6724,0.611724611251841,3.80256418608265,0.145608094328629,0.589444039557575,5.56708391748824,0.165916415405688,13.5391037315215,18.89506191034,19.8714731343692
"Lab10-1",0.5712,0.553220496399707,3.08751961130847,0.12591965560797,0.554820993304281,4.27944191479201,0.146649008937583,5.4985861921806,5.27549780228136,5.50232651921885
"Lab17-1",0.8537,0.786654475711662,2.55376268718512,0.261916017042687,0.828566603575449,4.92377930852976,0.379741670372095,10.346310433164,16.3449165350421,14.5747830274036
