"Dataset","Line","SampleName","Type","petn_snr_flag","petn_qual76_snr_flag","petn_qual76_detected","rdx_snr_flag","rdx_qual46_snr_flag","rdx_qual75_snr_flag","rdx_qual46_detected","rdx_qual75_detected","rdx_both_detected","rdx_either_detected"
"Steel-1",2,"0.2ng RDX PETN           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",4,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",5,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",6,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",7,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",8,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",9,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",10,"EtOH Blank               ","Blank","Below_LOQ","Below_LOQ",TRUE,NA,"Below_LOQ","Below_LOQ",TRUE,TRUE,TRUE,TRUE
"Steel-1",11,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",12,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",13,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",14,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",15,"Lab17 P1 S NC            ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",16,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",17,"Lab17 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",18,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",19,"Lab17 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",20,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",21,"Lab17 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",22,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",23,"Lab17 P1 S4              ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",25,"Lab17 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",27,"Lab17 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",29,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",31,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",33,"Lab17 P2 S NC            ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",35,"Lab17 P2 S1              ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",37,"Lab17 P2 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",39,"Lab17 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",41,"Lab17 P2 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",42,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",43,"Lab17 P2 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",45,"Lab17 P2 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",47,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",49,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",51,"Lab14 P1 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",53,"Lab14 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",55,"Lab14 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",57,"Lab14 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",59,"Lab14 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",60,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",61,"Lab14 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",63,"Lab14 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",64,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",65,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",66,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",67,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",68,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel-1",69,"Lab14 P2 S NC            ","Sample",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",70,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",71,"Lab14 P2 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",73,"Lab14 P2 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",75,"Lab14 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",77,"Lab14 P2 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",79,"Lab14 P2 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",81,"Lab14 P2 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",83,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel-1",85,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel-1",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOD",FALSE,FALSE,FALSE,FALSE
"Steel 2",1,"EtOH Blank               ","Blank",NA,"Quantifiable",TRUE,"Below_LOQ","Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",2,"0.2ng RDX PETN           ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",3,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",4,"0.2ng RDX PETN           ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",5,"2ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",6,"4ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",7,"6ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",8,"8ng RDX PETN             ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",9,"10ng RDX PETN            ","Cal","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",10,"EtOH Blank               ","Blank","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",11,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",12,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",13,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",14,"EtOH Blank               ","Blank","Below_LOQ","Quantifiable",TRUE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",15,"Lab6 P1 S NC            ","Sample",NA,NA,FALSE,"Below_LOQ","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",16,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",17,"Lab6 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",18,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",19,"Lab6 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",20,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",21,"Lab6  P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",22,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",23,"Lab6 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",24,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",25,"Lab6 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",26,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",27,"Lab6 P1 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",28,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",29,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",30,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",31,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",32,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",33,"Lab6 P2 S NC            ","Sample",NA,NA,FALSE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",34,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,"Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",35,"Lab6 P2 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",36,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",37,"Lab6 P2 S2              ","Sample",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",38,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",39,"Lab6 P2 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",40,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ",NA,TRUE,FALSE,FALSE,TRUE
"Steel 2",41,"Lab6 P2 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",42,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",43,"Lab6 P2 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",44,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",45,"Lab6 P2 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",46,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOQ","Below_LOQ",TRUE,TRUE,TRUE,TRUE
"Steel 2",47,"0.2ng RDX PETN QC        ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",48,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",49,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",50,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",51,"Lab7 P1 S NC             ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",52,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",53,"Lab7 P1 S1               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",54,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",55,"Lab7 P1 S2               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",56,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",57,"Lab7 P1 S3               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",58,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",59,"Lab7 P1 S4               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",60,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",61,"Lab7 P1 S5               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",62,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",63,"Lab7 P1 S6               ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",64,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",65,"0.2ng RDX PETN QC        ","QC","Below_LOQ","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",66,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",67,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",68,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 2",69,"Lab32 P1 S NC            ","Sample",NA,NA,FALSE,NA,"Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",70,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",71,"Lab32 P1 S1              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",72,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",73,"Lab32 P1 S2              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",74,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",75,"Lab32 P1 S3              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",76,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",77,"Lab32 P1 S4              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",78,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",79,"Lab32 P1 S5              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",80,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Below_LOQ",FALSE,TRUE,FALSE,TRUE
"Steel 2",81,"Lab32 P1 S6              ","Sample","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",82,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",83,"0.2ng RDX PETN QC        ","QC",NA,"Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",84,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD",NA,FALSE,FALSE,FALSE,FALSE
"Steel 2",85,"6ng RDX PETN QC          ","QC","Quantifiable","Quantifiable",TRUE,"Quantifiable","Quantifiable","Quantifiable",TRUE,TRUE,TRUE,TRUE
"Steel 2",86,"EtOH Blank               ","Blank",NA,NA,FALSE,NA,"Below_LOD","Quantifiable",FALSE,TRUE,FALSE,TRUE
"Steel 3",1,"EtOH Blank               ","Blank","Below_LOQ",NA,FALSE,"Below_LOQ",NA,"Below_LOD",FALSE,FALSE,FALSE,FALSE
