"RetentionTime","TIC","Mass","Intensity"
185.49102,595,43.9,595
185.77698,603,44,603
186.063,885,44.1,722
186.063,885,207,163
186.348,670,44,670
186.63402,665,44,665
186.91998,722,44,570
186.91998,722,78,151
187.206,814,44.1,617
187.206,814,207,197
187.491,766,44,615
187.491,766,206.8,150
187.77702,994,44,760
187.77702,994,207.1,234
188.06298,738,43.9,543
188.06298,738,207,195
188.34798,749,44,749
188.634,956,43.9,696
188.634,956,207,260
188.92002,551,44,551
189.20598,820,44,820
189.49098,670,44,511
189.49098,670,207,158
189.777,599,43.9,599
190.06302,1083,44,1083
190.34802,633,43.8,633
190.63398,874,44,874
190.92,919,43.9,735
190.92,919,206.8,184
191.20602,796,43.9,796
191.49102,735,44,735
191.77698,636,43.9,636
192.063,677,43.9,677
192.34902,1019,43.1,210
192.34902,1019,44,635
192.34902,1019,207,174
192.63402,795,44,795
192.91998,665,44,665
193.206,763,44,763
193.491,585,44,585
193.77702,699,44,699
194.06298,864,43.9,864
194.349,898,43.9,692
194.349,898,206.9,206
194.634,793,44,614
194.634,793,206.9,178
194.92002,796,44,796
195.20598,617,43.9,617
195.49098,693,44,693
195.777,688,44,688
196.06302,908,44,706
196.06302,908,206.9,201
196.34898,795,43.9,588
196.34898,795,206.8,206
196.63398,975,44.1,792
196.63398,975,206.9,182
196.92,818,44,818
197.20602,637,44,637
197.49102,594,43.9,594
197.77698,947,43.9,731
197.77698,947,207,215
198.063,673,43.9,673
198.34902,925,43.9,768
198.34902,925,207,156
198.63402,469,44,469
198.91998,628,44,628
199.206,734,44,734
199.491,1019,43.9,829
199.491,1019,206.9,189
199.77702,906,43.9,743
199.77702,906,207,163
200.06298,949,44,797
200.06298,949,206.9,151
200.349,649,44,649
200.634,779,43.9,779
200.92002,833,43,153
200.92002,833,44,679
201.20598,728,43.9,728
201.49098,894,43.9,681
201.49098,894,207.1,212
201.777,830,43.9,830
202.06302,626,43.9,626
202.34898,645,43.8,645
202.63398,850,44,850
202.92,759,44,759
203.20602,707,44,707
203.49198,1068,44,903
203.49198,1068,206.8,165
203.77698,575,44,575
204.063,685,44,685
204.34902,806,43.9,806
204.63402,657,44,657
204.91998,652,44,652
205.206,653,44,653
205.49202,1075,44,870
205.49202,1075,206.9,205
205.77702,625,44,625
206.06298,821,43.9,821
206.349,882,44,710
206.349,882,207.1,172
206.634,805,44.1,805
206.92002,966,44,749
206.92002,966,207,216
207.20598,872,43.9,707
207.20598,872,206.8,165
