"RetentionTime","TIC","Mass","Intensity"
185.502,1164,44,516
185.502,1164,69.1,240
185.502,1164,99.9,150
185.502,1164,206.9,256
185.78802,934,44,486
185.78802,934,68.8,273
185.78802,934,100,174
186.07302,952,43.9,560
186.07302,952,68.8,187
186.07302,952,99.9,204
186.35898,841,44,517
186.35898,841,69,151
186.35898,841,100.1,172
186.645,704,44,504
186.645,704,69,199
186.93,1054,44,684
186.93,1054,77.8,155
186.93,1054,100.1,215
187.21602,759,44,557
187.21602,759,68.9,201
187.50198,801,43.9,589
187.50198,801,68.9,211
187.788,898,44,643
187.788,898,68.8,254
188.073,596,43.9,596
188.35902,909,43.9,416
188.35902,909,94.1,151
188.35902,909,131,169
188.35902,909,207,171
188.64498,556,43.9,556
188.931,648,43.9,494
188.931,648,100.1,153
189.216,743,43.9,576
189.216,743,68.8,166
189.50202,693,44,693
189.78798,466,43.9,466
190.07298,729,44,558
190.07298,729,206.9,171
190.359,602,43.9,602
190.64502,645,44,645
190.93098,649,43.9,649
191.21598,536,44,536
191.502,919,44,758
191.502,919,68.9,161
191.78802,1005,44,534
191.78802,1005,69,249
191.78802,1005,99.9,220
192.07302,671,44,508
192.07302,671,207,163
192.35898,627,44,470
192.35898,627,207,156
192.645,839,44,490
192.645,839,99.8,170
192.645,839,206.9,178
192.93102,600,43.9,441
192.93102,600,206.9,159
193.21602,1083,43.9,723
193.21602,1083,68.9,181
193.21602,1083,207.1,178
193.50198,897,44,592
193.50198,897,69,150
193.50198,897,207.1,153
193.788,766,44,350
193.788,766,68.9,208
193.788,766,99.9,207
194.073,978,43.9,636
194.073,978,68.9,171
194.073,978,99.8,170
194.35902,1078,43.9,594
194.35902,1078,68.8,260
194.35902,1078,100,224
194.64498,1112,43.9,726
194.64498,1112,69,164
194.64498,1112,100,221
194.931,678,43.9,471
194.931,678,68.9,207
195.216,635,44,635
195.50202,849,43.9,688
195.50202,849,69,161
195.78798,554,43.8,554
196.07298,897,43.9,578
196.07298,897,68.9,154
196.07298,897,130.9,163
196.359,750,44,545
196.359,750,207,205
196.64502,626,44,626
196.93098,562,44,562
197.21598,539,43.9,539
197.502,725,44,563
197.502,725,68.9,162
197.78802,514,44,514
198.07398,904,43.9,739
198.07398,904,100.1,164
198.35898,1042,44,601
198.35898,1042,68.9,151
198.35898,1042,99.9,289
198.645,1204,44,614
198.645,1204,68.9,216
198.645,1204,100,195
198.645,1204,207,177
198.93102,882,44,700
198.93102,882,207,181
199.21602,1040,43.9,723
199.21602,1040,99.9,152
199.21602,1040,207,165
199.50198,653,44,463
199.50198,653,100,189
199.788,523,43.9,523
200.07402,526,43.9,526
200.35902,917,44,475
200.35902,917,100,253
200.35902,917,131,188
200.64498,619,44,619
200.931,868,43.9,494
200.931,868,68.9,194
200.931,868,206.9,179
201.216,898,44,686
201.216,898,68.9,211
201.50202,800,44,638
201.50202,800,100,162
201.78798,537,43.8,537
202.074,290,44.1,290
202.359,522,43.9,522
202.64502,628,43.8,628
202.93098,755,44,599
202.93098,755,68.9,156
203.21598,518,43.9,518
203.502,510,44,510
203.78802,868,43.9,709
203.78802,868,99.9,159
204.07398,993,44,672
204.07398,993,69,163
204.07398,993,207.2,158
204.35898,904,43.9,544
204.35898,904,50,196
204.35898,904,69.1,162
204.645,836,44.1,508
204.645,836,68.9,166
204.645,836,100.1,162
204.93102,865,43.9,504
204.93102,865,99.9,201
204.93102,865,207,159
205.21602,1006,43.9,638
205.21602,1006,69,193
205.21602,1006,100,173
205.50198,853,44,643
205.50198,853,68.9,210
205.788,912,43.9,582
205.788,912,68.9,162
205.788,912,100.1,167
206.07402,888,43.1,201
206.07402,888,44.1,524
206.07402,888,69.1,163
206.35902,623,43.9,466
206.35902,623,69,157
206.64498,656,44,656
206.931,460,44,460
207.216,666,43.9,666
207.50202,649,44,649
207.78798,596,43.9,426
207.78798,596,69,169
208.074,639,44.1,639
208.359,865,44,689
208.359,865,99.9,176
208.64502,433,44,433
208.93098,575,44,575
209.217,834,43.9,445
209.217,834,68.8,188
209.217,834,207.1,200
209.502,746,43.9,551
209.502,746,69.1,195
209.78802,546,43.9,546
210.07398,751,44.1,751
210.35898,712,43.9,514
210.35898,712,68.8,198
210.645,427,44.1,427
210.93102,998,43.9,792
210.93102,998,100,206
211.21698,895,43.9,725
211.21698,895,68.9,170
211.50198,891,43.9,707
211.50198,891,69,184
211.788,641,44,491
211.788,641,68.8,150
212.07402,763,44,607
212.07402,763,69.1,156
212.35902,742,43.9,742
212.64498,513,43.9,513
212.931,678,43.9,678
213.21702,773,44,605
213.21702,773,100,167
