"RetentionTime","TIC","Mass","Intensity"
185.49798,653,43.9,653
185.784,793,44,793
186.07002,702,44,702
186.35502,718,44,474
186.35502,718,207,244
186.64098,608,44,608
186.927,878,44,672
186.927,878,207,205
187.212,839,44,681
187.212,839,207,157
187.49802,966,41,164
187.49802,966,43.9,801
187.78398,634,43.9,634
188.07,596,44,596
188.355,601,44,601
188.64102,675,41,181
188.64102,675,43.9,494
188.92698,1124,41.2,153
188.92698,1124,44,816
188.92698,1124,207,154
189.213,675,44,465
189.213,675,207,209
189.498,655,43.8,655
189.78402,596,44,596
190.06998,689,44,521
190.06998,689,207,168
190.35498,708,44,708
190.641,1054,44,691
190.641,1054,78,157
190.641,1054,206.9,205
190.92702,742,43.9,742
191.21298,801,43.9,801
191.49798,826,44,826
191.784,934,43.9,760
191.784,934,207,174
192.07002,578,43.9,578
192.35502,1718,40.1,935
192.35502,1718,43.9,783
192.64098,438,44,438
192.927,875,44,701
192.927,875,207.1,173
193.21302,814,44.1,814
193.49802,947,43.9,757
193.49802,947,93.8,190
193.78398,817,44,641
193.78398,817,78.1,176
194.07,855,43.9,701
194.07,855,207,154
194.355,714,44,714
194.64102,963,43.9,810
194.64102,963,78.1,152
194.92698,888,44,727
194.92698,888,207,160
195.213,531,43.9,531
195.498,958,43.9,800
195.498,958,93.9,158
195.78402,727,43.9,549
195.78402,727,207,177
196.06998,694,43.9,694
196.35498,721,44,721
196.641,847,43.9,691
196.641,847,77.9,156
196.92702,916,41.1,156
196.92702,916,44,760
197.21298,766,43.9,766
197.49798,446,44,446
197.784,822,44,664
197.784,822,207,157
198.07002,845,44,678
198.07002,845,207.1,167
198.35502,618,44,618
198.64098,970,44,970
198.927,895,44,895
199.21302,734,44,734
199.49802,485,43.9,485
199.78398,681,44,681
200.07,731,43.9,731
200.35602,747,43.9,747
200.64102,1196,44,891
200.64102,1196,77.9,154
200.64102,1196,207.1,150
200.92698,811,44,811
201.213,679,43.9,679
201.498,1024,44,857
201.498,1024,207.1,167
201.78402,452,44,452
202.06998,663,43.9,663
202.356,679,43.9,679
202.641,640,44,640
202.92702,879,43.9,879
203.21298,749,43.9,749
203.49798,730,44,730
203.784,818,44,818
204.07002,690,44,690
204.35598,1032,44,842
204.35598,1032,207,190
204.64098,721,44,721
204.927,727,44,727
205.21302,764,44,764
205.49802,1048,44,855
205.49802,1048,207.1,193
205.78398,814,44,814
206.07,879,43.9,729
206.07,879,206.9,150
206.35602,912,43.9,912
206.64102,700,44,700
206.92698,554,43.9,554
207.213,640,43.9,640
207.498,702,43.9,702
207.78402,1007,43.9,659
207.78402,1007,78,188
207.78402,1007,207,159
208.06998,866,44,866
208.356,932,44,736
208.356,932,207.1,195
208.641,497,44,497
208.92702,821,43.8,643
208.92702,821,78,178
209.21298,838,44,838
209.499,828,44.1,828
209.784,585,44,585
210.07002,885,44,691
210.07002,885,78,193
210.35598,854,43.9,854
210.64098,738,44,738
210.927,2004,43.9,736
210.927,2004,73,802
210.927,2004,147,197
