"RetentionTime","TIC","Mass","Intensity"
185.49798,578,43.9,578
185.784,670,43.9,670
186.069,545,43.9,545
186.35502,499,44,499
186.64098,539,44,539
186.92598,542,44,542
187.212,505,44,505
187.49802,621,44,621
187.78398,547,44,547
188.06898,654,43.9,499
188.06898,654,207.1,155
188.355,811,40.9,153
188.355,811,44,658
188.64102,912,44,707
188.64102,912,207.1,204
188.92602,755,43.9,555
188.92602,755,207,199
189.21198,847,41,166
189.21198,847,44,680
189.498,970,44,780
189.498,970,207,189
189.78402,813,43.9,636
189.78402,813,77.9,177
190.06902,916,44,916
190.35498,739,41,153
190.35498,739,43.8,586
190.641,672,44,672
190.926,684,43.9,684
191.21202,472,43.9,472
191.49798,711,44,711
191.784,823,43.9,643
191.784,823,206.9,179
192.069,938,44,766
192.069,938,206.9,172
192.35502,568,44,568
192.64098,1112,43.9,762
192.64098,1112,77.9,190
192.64098,1112,94,159
192.92598,1215,44,1014
192.92598,1215,93.9,200
193.212,541,44,541
193.49802,978,43.9,753
193.49802,978,207,224
193.78398,621,43.9,621
194.06898,692,43.9,692
194.355,790,44,790
194.64102,824,44,824
194.92602,899,43.9,734
194.92602,899,207,164
195.21198,732,44,732
195.498,867,43.9,711
195.498,867,207.1,155
195.78402,714,43.9,714
196.06902,908,43.9,741
196.06902,908,207.1,166
196.35498,554,43.9,554
196.641,706,43.9,706
196.92702,873,44,675
196.92702,873,207,198
197.21202,775,43.9,775
197.49798,994,43.9,711
197.49798,994,206.9,283
197.784,889,44,889
198.069,686,44,686
198.35502,800,44,627
198.35502,800,206.9,172
198.64098,722,44,722
198.927,851,43.9,851
199.212,693,43.9,693
199.49802,616,44,616
199.78398,785,44,785
200.06898,676,44,676
200.355,546,44,546
200.64102,784,44,784
200.92698,853,43.9,853
201.21198,637,43.9,637
201.498,841,44,841
201.78402,651,43.9,651
202.06902,637,44,637
202.35498,717,44.1,491
202.35498,717,207,225
202.641,569,44,569
202.92702,974,44,974
203.21202,884,43.9,717
203.21202,884,207,166
203.49798,902,41,195
203.49798,902,44,706
203.784,635,43.9,635
204.069,1052,44.1,815
204.069,1052,207.1,237
204.35502,580,43.9,580
204.64098,764,44,764
204.927,1004,43.9,785
204.927,1004,206.9,219
205.212,831,43.9,618
205.212,831,207,213
205.49802,609,44.1,609
205.78398,733,44,733
206.07,712,44,712
206.355,834,44,834
206.64102,747,43.9,747
206.92698,730,44,541
206.92698,730,207,189
207.21198,512,43.9,512
207.498,793,43.9,793
