"Year","Explosive_List","Count","YearTotal","Percentage","graphorder"
2007,"Ammonium Nitrate (AN)",4,"210",1.9047619047619,2001
2008,"Ammonium Nitrate (AN)",3,"226",1.32743362831858,2001
2009,"Ammonium Nitrate (AN)",8,"284",2.8169014084507,2001
2010,"Ammonium Nitrate (AN)",8,"333",2.4024024024024,2001
2011,"Ammonium Nitrate (AN)",10,"415",2.40963855421687,2001
2012,"Ammonium Nitrate (AN)",15,"610",2.45901639344262,2001
2013,"Ammonium Nitrate (AN)",9,"345",2.60869565217391,2001
2014,"Ammonium Nitrate (AN)",19,"460",4.1304347826087,2001
2015,"Ammonium Nitrate (AN)",12,"290",4.13793103448276,2001
2016,"Ammonium Nitrate (AN)",9,"361",2.49307479224377,2001
2017,"Ammonium Nitrate (AN)",22,"411",5.35279805352798,2001
2018,"Ammonium Nitrate (AN)",28,"543",5.15653775322284,2001
2019,"Ammonium Nitrate (AN)",15,"471",3.18471337579618,2001
2020,"Ammonium Nitrate (AN)",22,"490",4.48979591836735,2001
2021,"Ammonium Nitrate (AN)",25,"473",5.28541226215645,2001
2022,"Ammonium Nitrate (AN)",4,"25",16,2001
2001,"Cyclotetramethylene-Tetranitramine (HMX)",1,"41",2.4390243902439,2001
2002,"Cyclotetramethylene-Tetranitramine (HMX)",2,"35",5.71428571428571,2001
2003,"Cyclotetramethylene-Tetranitramine (HMX)",3,"50",6,2001
2004,"Cyclotetramethylene-Tetranitramine (HMX)",1,"30",3.33333333333333,2001
2005,"Cyclotetramethylene-Tetranitramine (HMX)",4,"59",6.77966101694915,2001
2006,"Cyclotetramethylene-Tetranitramine (HMX)",3,"39",7.69230769230769,2001
2007,"Cyclotetramethylene-Tetranitramine (HMX)",14,"210",6.66666666666667,2001
2008,"Cyclotetramethylene-Tetranitramine (HMX)",12,"226",5.30973451327434,2001
2009,"Cyclotetramethylene-Tetranitramine (HMX)",13,"284",4.5774647887324,2001
2010,"Cyclotetramethylene-Tetranitramine (HMX)",17,"333",5.1051051051051,2001
2011,"Cyclotetramethylene-Tetranitramine (HMX)",18,"415",4.33734939759036,2001
2012,"Cyclotetramethylene-Tetranitramine (HMX)",46,"610",7.54098360655738,2001
2013,"Cyclotetramethylene-Tetranitramine (HMX)",27,"345",7.82608695652174,2001
2014,"Cyclotetramethylene-Tetranitramine (HMX)",17,"460",3.69565217391304,2001
2015,"Cyclotetramethylene-Tetranitramine (HMX)",18,"290",6.20689655172414,2001
2016,"Cyclotetramethylene-Tetranitramine (HMX)",13,"361",3.601108033241,2001
2017,"Cyclotetramethylene-Tetranitramine (HMX)",20,"411",4.8661800486618,2001
2018,"Cyclotetramethylene-Tetranitramine (HMX)",42,"543",7.73480662983425,2001
2019,"Cyclotetramethylene-Tetranitramine (HMX)",40,"471",8.49256900212314,2001
2020,"Cyclotetramethylene-Tetranitramine (HMX)",37,"490",7.55102040816327,2001
2021,"Cyclotetramethylene-Tetranitramine (HMX)",45,"473",9.51374207188161,2001
2022,"Cyclotetramethylene-Tetranitramine (HMX)",1,"25",4,2001
2001,"Cyclotrimethylene-Trinitramine (RDX)",6,"41",14.6341463414634,2001
2002,"Cyclotrimethylene-Trinitramine (RDX)",4,"35",11.4285714285714,2001
2003,"Cyclotrimethylene-Trinitramine (RDX)",6,"50",12,2001
2004,"Cyclotrimethylene-Trinitramine (RDX)",3,"30",10,2001
2005,"Cyclotrimethylene-Trinitramine (RDX)",7,"59",11.864406779661,2001
2006,"Cyclotrimethylene-Trinitramine (RDX)",6,"39",15.3846153846154,2001
2007,"Cyclotrimethylene-Trinitramine (RDX)",31,"210",14.7619047619048,2001
2008,"Cyclotrimethylene-Trinitramine (RDX)",37,"226",16.3716814159292,2001
2009,"Cyclotrimethylene-Trinitramine (RDX)",31,"284",10.9154929577465,2001
2010,"Cyclotrimethylene-Trinitramine (RDX)",41,"333",12.3123123123123,2001
2011,"Cyclotrimethylene-Trinitramine (RDX)",52,"415",12.5301204819277,2001
2012,"Cyclotrimethylene-Trinitramine (RDX)",86,"610",14.0983606557377,2001
2013,"Cyclotrimethylene-Trinitramine (RDX)",51,"345",14.7826086956522,2001
2014,"Cyclotrimethylene-Trinitramine (RDX)",47,"460",10.2173913043478,2001
2015,"Cyclotrimethylene-Trinitramine (RDX)",44,"290",15.1724137931034,2001
2016,"Cyclotrimethylene-Trinitramine (RDX)",36,"361",9.97229916897507,2001
2017,"Cyclotrimethylene-Trinitramine (RDX)",43,"411",10.4622871046229,2001
2018,"Cyclotrimethylene-Trinitramine (RDX)",65,"543",11.9705340699816,2001
2019,"Cyclotrimethylene-Trinitramine (RDX)",49,"471",10.4033970276008,2001
2020,"Cyclotrimethylene-Trinitramine (RDX)",62,"490",12.6530612244898,2001
2021,"Cyclotrimethylene-Trinitramine (RDX)",51,"473",10.7822410147992,2001
2022,"Cyclotrimethylene-Trinitramine (RDX)",1,"25",4,2001
2001,"Pentaerythritol Tetranitrate (PETN)",2,"41",4.8780487804878,2001
2002,"Pentaerythritol Tetranitrate (PETN)",2,"35",5.71428571428571,2001
2003,"Pentaerythritol Tetranitrate (PETN)",4,"50",8,2001
2004,"Pentaerythritol Tetranitrate (PETN)",1,"30",3.33333333333333,2001
2005,"Pentaerythritol Tetranitrate (PETN)",4,"59",6.77966101694915,2001
2006,"Pentaerythritol Tetranitrate (PETN)",1,"39",2.56410256410256,2001
2007,"Pentaerythritol Tetranitrate (PETN)",12,"210",5.71428571428571,2001
2008,"Pentaerythritol Tetranitrate (PETN)",12,"226",5.30973451327434,2001
2009,"Pentaerythritol Tetranitrate (PETN)",12,"284",4.22535211267606,2001
2010,"Pentaerythritol Tetranitrate (PETN)",15,"333",4.5045045045045,2001
2011,"Pentaerythritol Tetranitrate (PETN)",16,"415",3.85542168674699,2001
2012,"Pentaerythritol Tetranitrate (PETN)",36,"610",5.9016393442623,2001
2013,"Pentaerythritol Tetranitrate (PETN)",21,"345",6.08695652173913,2001
2014,"Pentaerythritol Tetranitrate (PETN)",21,"460",4.56521739130435,2001
2015,"Pentaerythritol Tetranitrate (PETN)",14,"290",4.82758620689655,2001
2016,"Pentaerythritol Tetranitrate (PETN)",27,"361",7.4792243767313,2001
2017,"Pentaerythritol Tetranitrate (PETN)",26,"411",6.32603406326034,2001
2018,"Pentaerythritol Tetranitrate (PETN)",36,"543",6.62983425414365,2001
2019,"Pentaerythritol Tetranitrate (PETN)",26,"471",5.52016985138004,2001
2020,"Pentaerythritol Tetranitrate (PETN)",21,"490",4.28571428571429,2001
2021,"Pentaerythritol Tetranitrate (PETN)",23,"473",4.86257928118393,2001
2001,"Triacetone Triperoxide (TATP)",1,"41",2.4390243902439,2001
2002,"Triacetone Triperoxide (TATP)",2,"35",5.71428571428571,2001
2003,"Triacetone Triperoxide (TATP)",2,"50",4,2001
2004,"Triacetone Triperoxide (TATP)",2,"30",6.66666666666667,2001
2005,"Triacetone Triperoxide (TATP)",3,"59",5.08474576271187,2001
2006,"Triacetone Triperoxide (TATP)",4,"39",10.2564102564103,2001
2007,"Triacetone Triperoxide (TATP)",2,"210",0.952380952380952,2001
2008,"Triacetone Triperoxide (TATP)",10,"226",4.42477876106195,2001
2009,"Triacetone Triperoxide (TATP)",11,"284",3.87323943661972,2001
2010,"Triacetone Triperoxide (TATP)",22,"333",6.60660660660661,2001
2011,"Triacetone Triperoxide (TATP)",13,"415",3.13253012048193,2001
2012,"Triacetone Triperoxide (TATP)",20,"610",3.27868852459016,2001
2013,"Triacetone Triperoxide (TATP)",10,"345",2.89855072463768,2001
2014,"Triacetone Triperoxide (TATP)",13,"460",2.82608695652174,2001
2015,"Triacetone Triperoxide (TATP)",8,"290",2.75862068965517,2001
2016,"Triacetone Triperoxide (TATP)",9,"361",2.49307479224377,2001
2017,"Triacetone Triperoxide (TATP)",12,"411",2.91970802919708,2001
2018,"Triacetone Triperoxide (TATP)",18,"543",3.31491712707182,2001
2019,"Triacetone Triperoxide (TATP)",16,"471",3.39702760084926,2001
2020,"Triacetone Triperoxide (TATP)",14,"490",2.85714285714286,2001
2021,"Triacetone Triperoxide (TATP)",14,"473",2.95983086680761,2001
2022,"Triacetone Triperoxide (TATP)",3,"25",12,2001
