"Year","Explosive_List","Count","YearTotal","Percentage","graphorder"
2001,"2,4,6-Trinitrotoluene (TNT)",79,"442",17.8733031674208,2001
2002,"2,4,6-Trinitrotoluene (TNT)",74,"460",16.0869565217391,2001
2003,"2,4,6-Trinitrotoluene (TNT)",77,"527",14.6110056925996,2001
2004,"2,4,6-Trinitrotoluene (TNT)",107,"568",18.8380281690141,2001
2005,"2,4,6-Trinitrotoluene (TNT)",111,"695",15.9712230215827,2001
2006,"2,4,6-Trinitrotoluene (TNT)",117,"790",14.8101265822785,2001
2007,"2,4,6-Trinitrotoluene (TNT)",140,"774",18.0878552971576,2001
2008,"2,4,6-Trinitrotoluene (TNT)",156,"850",18.3529411764706,2001
2009,"2,4,6-Trinitrotoluene (TNT)",184,"1018",18.0746561886051,2001
2010,"2,4,6-Trinitrotoluene (TNT)",183,"1086",16.8508287292818,2001
2011,"2,4,6-Trinitrotoluene (TNT)",206,"1100",18.7272727272727,2001
2012,"2,4,6-Trinitrotoluene (TNT)",243,"1324",18.3534743202417,2001
2013,"2,4,6-Trinitrotoluene (TNT)",229,"1208",18.9569536423841,2001
2014,"2,4,6-Trinitrotoluene (TNT)",228,"1357",16.8017686072218,2001
2015,"2,4,6-Trinitrotoluene (TNT)",225,"1314",17.1232876712329,2001
2016,"2,4,6-Trinitrotoluene (TNT)",200,"1527",13.0975769482646,2001
2017,"2,4,6-Trinitrotoluene (TNT)",230,"1546",14.8771021992238,2001
2018,"2,4,6-Trinitrotoluene (TNT)",206,"1472",13.9945652173913,2001
2019,"2,4,6-Trinitrotoluene (TNT)",219,"1459",15.0102810143934,2001
2020,"2,4,6-Trinitrotoluene (TNT)",247,"1566",15.7726692209451,2001
2021,"2,4,6-Trinitrotoluene (TNT)",206,"1379",14.9383611312545,2001
2022,"2,4,6-Trinitrotoluene (TNT)",232,"1523",15.2330925804334,2001
2001,"Ammonium Nitrate (AN)",25,"442",5.65610859728507,2001
2002,"Ammonium Nitrate (AN)",25,"460",5.43478260869565,2001
2003,"Ammonium Nitrate (AN)",27,"527",5.12333965844402,2001
2004,"Ammonium Nitrate (AN)",17,"568",2.99295774647887,2001
2005,"Ammonium Nitrate (AN)",22,"695",3.16546762589928,2001
2006,"Ammonium Nitrate (AN)",13,"790",1.64556962025316,2001
2007,"Ammonium Nitrate (AN)",25,"774",3.22997416020672,2001
2008,"Ammonium Nitrate (AN)",26,"850",3.05882352941176,2001
2009,"Ammonium Nitrate (AN)",25,"1018",2.45579567779961,2001
2010,"Ammonium Nitrate (AN)",26,"1086",2.39410681399632,2001
2011,"Ammonium Nitrate (AN)",39,"1100",3.54545454545455,2001
2012,"Ammonium Nitrate (AN)",30,"1324",2.26586102719033,2001
2013,"Ammonium Nitrate (AN)",36,"1208",2.98013245033113,2001
2014,"Ammonium Nitrate (AN)",47,"1357",3.46352247605011,2001
2015,"Ammonium Nitrate (AN)",36,"1314",2.73972602739726,2001
2016,"Ammonium Nitrate (AN)",35,"1527",2.2920759659463,2001
2017,"Ammonium Nitrate (AN)",45,"1546",2.91073738680466,2001
2018,"Ammonium Nitrate (AN)",40,"1472",2.71739130434783,2001
2019,"Ammonium Nitrate (AN)",38,"1459",2.60452364633311,2001
2020,"Ammonium Nitrate (AN)",44,"1566",2.80970625798212,2001
2021,"Ammonium Nitrate (AN)",56,"1379",4.06091370558376,2001
2022,"Ammonium Nitrate (AN)",51,"1523",3.34865397242285,2001
2001,"Cyclotetramethylene-Tetranitramine (HMX)",34,"442",7.69230769230769,2001
2002,"Cyclotetramethylene-Tetranitramine (HMX)",42,"460",9.1304347826087,2001
2003,"Cyclotetramethylene-Tetranitramine (HMX)",50,"527",9.4876660341556,2001
2004,"Cyclotetramethylene-Tetranitramine (HMX)",64,"568",11.2676056338028,2001
2005,"Cyclotetramethylene-Tetranitramine (HMX)",64,"695",9.20863309352518,2001
2006,"Cyclotetramethylene-Tetranitramine (HMX)",88,"790",11.1392405063291,2001
2007,"Cyclotetramethylene-Tetranitramine (HMX)",72,"774",9.30232558139535,2001
2008,"Cyclotetramethylene-Tetranitramine (HMX)",74,"850",8.70588235294118,2001
2009,"Cyclotetramethylene-Tetranitramine (HMX)",86,"1018",8.44793713163065,2001
2010,"Cyclotetramethylene-Tetranitramine (HMX)",90,"1086",8.28729281767956,2001
2011,"Cyclotetramethylene-Tetranitramine (HMX)",75,"1100",6.81818181818182,2001
2012,"Cyclotetramethylene-Tetranitramine (HMX)",130,"1324",9.81873111782477,2001
2013,"Cyclotetramethylene-Tetranitramine (HMX)",111,"1208",9.1887417218543,2001
2014,"Cyclotetramethylene-Tetranitramine (HMX)",111,"1357",8.1798084008843,2001
2015,"Cyclotetramethylene-Tetranitramine (HMX)",101,"1314",7.68645357686454,2001
2016,"Cyclotetramethylene-Tetranitramine (HMX)",130,"1527",8.51342501637197,2001
2017,"Cyclotetramethylene-Tetranitramine (HMX)",174,"1546",11.254851228978,2001
2018,"Cyclotetramethylene-Tetranitramine (HMX)",150,"1472",10.1902173913043,2001
2019,"Cyclotetramethylene-Tetranitramine (HMX)",132,"1459",9.04729266620973,2001
2020,"Cyclotetramethylene-Tetranitramine (HMX)",160,"1566",10.2171136653895,2001
2021,"Cyclotetramethylene-Tetranitramine (HMX)",123,"1379",8.91950688905004,2001
2022,"Cyclotetramethylene-Tetranitramine (HMX)",143,"1523",9.38936309914642,2001
2001,"Cyclotrimethylene-Trinitramine (RDX)",59,"442",13.3484162895928,2001
2002,"Cyclotrimethylene-Trinitramine (RDX)",69,"460",15,2001
2003,"Cyclotrimethylene-Trinitramine (RDX)",63,"527",11.9544592030361,2001
2004,"Cyclotrimethylene-Trinitramine (RDX)",91,"568",16.0211267605634,2001
2005,"Cyclotrimethylene-Trinitramine (RDX)",106,"695",15.2517985611511,2001
2006,"Cyclotrimethylene-Trinitramine (RDX)",118,"790",14.9367088607595,2001
2007,"Cyclotrimethylene-Trinitramine (RDX)",115,"774",14.8578811369509,2001
2008,"Cyclotrimethylene-Trinitramine (RDX)",123,"850",14.4705882352941,2001
2009,"Cyclotrimethylene-Trinitramine (RDX)",123,"1018",12.0825147347741,2001
2010,"Cyclotrimethylene-Trinitramine (RDX)",134,"1086",12.3388581952118,2001
2011,"Cyclotrimethylene-Trinitramine (RDX)",135,"1100",12.2727272727273,2001
2012,"Cyclotrimethylene-Trinitramine (RDX)",170,"1324",12.8398791540786,2001
2013,"Cyclotrimethylene-Trinitramine (RDX)",172,"1208",14.2384105960265,2001
2014,"Cyclotrimethylene-Trinitramine (RDX)",168,"1357",12.3802505526898,2001
2015,"Cyclotrimethylene-Trinitramine (RDX)",173,"1314",13.1659056316591,2001
2016,"Cyclotrimethylene-Trinitramine (RDX)",198,"1527",12.9666011787819,2001
2017,"Cyclotrimethylene-Trinitramine (RDX)",203,"1546",13.130659767141,2001
2018,"Cyclotrimethylene-Trinitramine (RDX)",180,"1472",12.2282608695652,2001
2019,"Cyclotrimethylene-Trinitramine (RDX)",154,"1459",10.5551747772447,2001
2020,"Cyclotrimethylene-Trinitramine (RDX)",164,"1566",10.4725415070243,2001
2021,"Cyclotrimethylene-Trinitramine (RDX)",130,"1379",9.427121102248,2001
2022,"Cyclotrimethylene-Trinitramine (RDX)",145,"1523",9.52068286277085,2001
2001,"Pentaerythritol Tetranitrate (PETN)",20,"442",4.52488687782805,2001
2002,"Pentaerythritol Tetranitrate (PETN)",13,"460",2.82608695652174,2001
2003,"Pentaerythritol Tetranitrate (PETN)",21,"527",3.98481973434535,2001
2004,"Pentaerythritol Tetranitrate (PETN)",20,"568",3.52112676056338,2001
2005,"Pentaerythritol Tetranitrate (PETN)",28,"695",4.02877697841727,2001
2006,"Pentaerythritol Tetranitrate (PETN)",37,"790",4.68354430379747,2001
2007,"Pentaerythritol Tetranitrate (PETN)",35,"774",4.52196382428941,2001
2008,"Pentaerythritol Tetranitrate (PETN)",42,"850",4.94117647058823,2001
2009,"Pentaerythritol Tetranitrate (PETN)",42,"1018",4.12573673870334,2001
2010,"Pentaerythritol Tetranitrate (PETN)",68,"1086",6.26151012891344,2001
2011,"Pentaerythritol Tetranitrate (PETN)",47,"1100",4.27272727272727,2001
2012,"Pentaerythritol Tetranitrate (PETN)",72,"1324",5.4380664652568,2001
2013,"Pentaerythritol Tetranitrate (PETN)",63,"1208",5.21523178807947,2001
2014,"Pentaerythritol Tetranitrate (PETN)",66,"1357",4.86366985998526,2001
2015,"Pentaerythritol Tetranitrate (PETN)",64,"1314",4.87062404870624,2001
2016,"Pentaerythritol Tetranitrate (PETN)",74,"1527",4.84610347085789,2001
2017,"Pentaerythritol Tetranitrate (PETN)",62,"1546",4.01034928848642,2001
2018,"Pentaerythritol Tetranitrate (PETN)",65,"1472",4.41576086956522,2001
2019,"Pentaerythritol Tetranitrate (PETN)",61,"1459",4.1809458533242,2001
2020,"Pentaerythritol Tetranitrate (PETN)",70,"1566",4.46998722860792,2001
2021,"Pentaerythritol Tetranitrate (PETN)",45,"1379",3.26323422770123,2001
2022,"Pentaerythritol Tetranitrate (PETN)",52,"1523",3.41431385423506,2001
2002,"Triacetone Triperoxide (TATP)",5,"460",1.08695652173913,2002
2003,"Triacetone Triperoxide (TATP)",3,"527",0.569259962049336,2002
2004,"Triacetone Triperoxide (TATP)",5,"568",0.880281690140845,2002
2005,"Triacetone Triperoxide (TATP)",8,"695",1.15107913669065,2002
2006,"Triacetone Triperoxide (TATP)",18,"790",2.27848101265823,2002
2007,"Triacetone Triperoxide (TATP)",12,"774",1.55038759689922,2002
2008,"Triacetone Triperoxide (TATP)",19,"850",2.23529411764706,2002
2009,"Triacetone Triperoxide (TATP)",20,"1018",1.96463654223969,2002
2010,"Triacetone Triperoxide (TATP)",22,"1086",2.02578268876611,2002
2011,"Triacetone Triperoxide (TATP)",21,"1100",1.90909090909091,2002
2012,"Triacetone Triperoxide (TATP)",26,"1324",1.96374622356495,2002
2013,"Triacetone Triperoxide (TATP)",20,"1208",1.65562913907285,2002
2014,"Triacetone Triperoxide (TATP)",19,"1357",1.40014738393515,2002
2015,"Triacetone Triperoxide (TATP)",22,"1314",1.67427701674277,2002
2016,"Triacetone Triperoxide (TATP)",16,"1527",1.04780615586117,2002
2017,"Triacetone Triperoxide (TATP)",12,"1546",0.776196636481242,2002
2018,"Triacetone Triperoxide (TATP)",14,"1472",0.951086956521739,2002
2019,"Triacetone Triperoxide (TATP)",18,"1459",1.23372172721042,2002
2020,"Triacetone Triperoxide (TATP)",9,"1566",0.574712643678161,2002
2021,"Triacetone Triperoxide (TATP)",15,"1379",1.08774474256708,2002
2022,"Triacetone Triperoxide (TATP)",8,"1523",0.525279054497702,2002
