Label,Lngx,Laty,Continent,ID
Baar Switzerland,8.51,47.2,Europe,Baar Switzerland
Wuwei China,102.8,37.97,Asia,Wuwei China
Voluntari Romania,26.13,44.47,Europe,Voluntari Romania
Oradea Romania,21.92,47.07,Europe,Oradea Romania
Maynooth Ireland,-6.6,53.38,Europe,Maynooth Ireland
Kildare Ireland,-6.99,53.16,Europe,Kildare Ireland
Tilburg Netherlands,5.07,51.57,Europe,Tilburg Netherlands
Soria Spain,-2.46,41.77,Europe,Soria Spain
Orta Turkey,33.1,40.63,Asia,Orta Turkey
Shatura Russia,39.54,55.58,Europe,Shatura Russia
Germantown USA,-77.26,39.18,Americas,Germantown USA
Tono Japan,141.53,39.34,Asia,Tono Japan
Kampar Malaysia,101.15,4.31,Asia,Kampar Malaysia
Saharanpur India,77.54,29.97,Asia,Saharanpur India
Zhangzhou China,117.67,24.52,Asia,Zhangzhou China
Saveh Iran,50.33,35.02,Asia,Saveh Iran
Lommel Belgium,5.3,51.23,Europe,Lommel Belgium
Nakano Japan,138.37,36.75,Asia,Nakano Japan
Kostroma Russia,40.93,57.77,Europe,Kostroma Russia
Ecatepec Mexico,-99.05,19.6,Americas,Ecatepec Mexico
Soest Germany,8.11,51.57,Europe,Soest Germany
Langenhagen Germany,9.74,52.45,Europe,Langenhagen Germany
Calama Chile,-68.92,-22.45,Americas,Calama Chile
Ruda Croatia,16.8,43.67,Europe,Ruda Croatia
Thame UK,-0.98,51.75,Europe,Thame UK
Galveston USA,-94.81,29.3,Americas,Galveston USA
Ujjain India,75.78,23.19,Asia,Ujjain India
Krasnoarmeysk Russia,38.13,56.1,Europe,Krasnoarmeysk Russia
Pyatigorsk Russia,43.06,44.05,Europe,Pyatigorsk Russia
Cangzhou China,116.87,38.32,Asia,Cangzhou China
Depok Indonesia,110.41,-7.75,Asia,Depok Indonesia
Siedlce Poland,22.28,52.17,Europe,Siedlce Poland
Huntsville Canada,-79.22,45.32,Americas,Huntsville Canada
Lucknow Canada,-81.52,43.95,Americas,Lucknow Canada
Vitrolles France,5.24,43.47,Europe,Vitrolles France
Voreppe France,5.63,45.3,Europe,Voreppe France
Singen Germany,8.84,47.77,Europe,Singen Germany
Aosta Italy,7.31,45.75,Europe,Aosta Italy
Cabinda Angola,12.19,-5.55,Africa,Cabinda Angola
Raiganj India,88.12,25.62,Asia,Raiganj India
Thompson Canada,-97.86,55.74,Americas,Thompson Canada
Rivers Canada,-100.22,50.03,Americas,Rivers Canada
Kamloops Canada,-120.34,50.68,Americas,Kamloops Canada
Tieling China,123.82,42.3,Asia,Tieling China
Alamos Mexico,-108.93,27.02,Americas,Alamos Mexico
Norwood Canada,-77.98,44.38,Americas,Norwood Canada
Serpong Indonesia,106.66,-6.32,Asia,Serpong Indonesia
Tangerang Indonesia,106.63,-6.18,Asia,Tangerang Indonesia
Oshawa Canada,-78.86,43.89,Americas,Oshawa Canada
Chatou France,2.14,48.89,Europe,Chatou France
Quzhou China,118.87,28.97,Asia,Quzhou China
Kavak Turkey,36.04,41.08,Asia,Kavak Turkey
Sisak Croatia,16.36,45.48,Europe,Sisak Croatia
Korolyov Russia,37.82,55.92,Europe,Korolyov Russia
Shonan Japan,140,35.84,Asia,Shonan Japan
Hvar Croatia,16.44,43.17,Europe,Hvar Croatia
Moreni Romania,25.64,45,Europe,Moreni Romania
Puli Taiwan,120.96,23.97,Asia,Puli Taiwan
Pittsburg USA,-121.89,38.02,Americas,Pittsburg USA
Una India,71.03,20.82,Asia,Una India
Argenteuil France,2.24,48.94,Europe,Argenteuil France
Olympia USA,-122.89,47.04,Americas,Olympia USA
Haltern Germany,7.17,51.75,Europe,Haltern Germany
Hutchinson USA,-97.91,38.07,Americas,Hutchinson USA
Kurashiki Japan,133.77,34.61,Asia,Kurashiki Japan
Higashiosaka Japan,135.59,34.67,Asia,Higashiosaka Japan
Jalpaiguri India,88.71,26.53,Asia,Jalpaiguri India
Redwater Canada,-79.63,46.9,Americas,Redwater Canada
Celaya Mexico,-100.82,20.52,Americas,Celaya Mexico
Halifax UK,-1.88,53.73,Europe,Halifax UK
Hadsund Denmark,10.12,56.72,Europe,Hadsund Denmark
Boston UK,-0.02,52.99,Europe,Boston UK
Wismar Germany,11.46,53.9,Europe,Wismar Germany
Tongliao China,122.27,43.62,Asia,Tongliao China
Cheltenham UK,-2.09,51.9,Europe,Cheltenham UK
Waco USA,-97.18,31.57,Americas,Waco USA
Tosayamada Japan,133.69,33.61,Asia,Tosayamada Japan
Linkou China,130.25,45.28,Asia,Linkou China
Wels Austria,14.03,48.17,Europe,Wels Austria
Kaltenkirchen Germany,9.96,53.84,Europe,Kaltenkirchen Germany
Piripiri Brazil,-41.79,-4.27,Americas,Piripiri Brazil
Bariloche Argentina,-71.32,-41.14,Americas,Bariloche Argentina
Dole France,5.48,47.1,Europe,Dole France
Getxo Spain,-3,43.36,Europe,Getxo Spain
Itajuba Brazil,-45.45,-22.42,Americas,Itajuba Brazil
Otwock Poland,21.28,52.11,Europe,Otwock Poland
Heerlen Netherlands,5.97,50.88,Europe,Heerlen Netherlands
Pishva Iran,51.73,35.3,Asia,Pishva Iran
Nashua USA,-71.49,42.75,Americas,Nashua USA
Potenza Italy,15.79,40.66,Europe,Potenza Italy
Zhuji China,120.24,29.71,Asia,Zhuji China
Halesowen UK,-2.06,52.46,Europe,Halesowen UK
Bidhannagar India,88.42,22.57,Asia,Bidhannagar India
Matsue Japan,133.04,35.48,Asia,Matsue Japan
Novomoskovsk Russia,38.22,54.09,Europe,Novomoskovsk Russia
Aomori Japan,140.74,40.83,Asia,Aomori Japan
Hackensack USA,-74.05,40.89,Americas,Hackensack USA
Madanapalle India,78.5,13.55,Asia,Madanapalle India
Kampala Uganda,32.58,0.32,Africa,Kampala Uganda
Potomac USA,-77.2,39.03,Americas,Potomac USA
Mishawaka USA,-86.17,41.67,Americas,Mishawaka USA
Andrezieux-Boutheon France,4.26,45.53,Europe,Andrezieux-Boutheon France
Kuningan Indonesia,108.48,-6.98,Asia,Kuningan Indonesia
Kariya Japan,137,34.99,Asia,Kariya Japan
Mito Japan,140.47,36.38,Asia,Mito Japan
Bendigo Australia,144.28,-36.76,Oceania,Bendigo Australia
Karbala Iraq,44.08,32.61,Asia,Karbala Iraq
As Norway,10.78,59.67,Europe,As Norway
Huoqiu China,116.26,32.34,Asia,Huoqiu China
Jiamusi China,130.35,46.83,Asia,Jiamusi China
Qingyuan China,113.02,23.72,Asia,Qingyuan China
Stavropol Russia,41.97,45.04,Europe,Stavropol Russia
Ebina Japan,139.42,35.47,Asia,Ebina Japan
Baoshan China,131.39,46.57,Asia,Baoshan China
Benghazi Libya,20.07,32.12,Africa,Benghazi Libya
Fishers USA,-86.02,39.95,Americas,Fishers USA
Vladimir Russia,40.4,56.14,Europe,Vladimir Russia
Kathu Thailand,98.35,7.92,Asia,Kathu Thailand
Baia Romania,28.67,44.72,Europe,Baia Romania
Schonebeck Germany,11.74,52.03,Europe,Schonebeck Germany
Tulln Austria,16.06,48.33,Europe,Tulln Austria
Stanley UK,-1.71,54.87,Europe,Stanley UK
Dordrecht Netherlands,4.67,51.8,Europe,Dordrecht Netherlands
Pskov Russia,28.33,57.83,Europe,Pskov Russia
Yoshkar-Ola Russia,47.87,56.64,Europe,Yoshkar-Ola Russia
Royston UK,-0.03,52.05,Europe,Royston UK
Queensferry UK,-3.4,55.98,Europe,Queensferry UK
Grasse France,6.92,43.67,Europe,Grasse France
Harare Zimbabwe,31.05,-17.82,Africa,Harare Zimbabwe
Cisterna Italy,12.8,41.61,Europe,Cisterna Italy
Latina Italy,12.89,41.47,Europe,Latina Italy
Mostoles Spain,-3.88,40.32,Europe,Mostoles Spain
Ukhta Russia,53.69,63.56,Europe,Ukhta Russia
Huaihua China,109.94,27.56,Asia,Huaihua China
Xifeng China,124.71,42.74,Asia,Xifeng China
Sleman Indonesia,110.33,-7.71,Asia,Sleman Indonesia
Morecambe UK,-2.86,54.08,Europe,Morecambe UK
Krapina Croatia,15.87,46.16,Europe,Krapina Croatia
Panjin China,122.05,41.18,Asia,Panjin China
Abastumani Georgia,42.85,41.7,Asia,Abastumani Georgia
Thermi Greece,23.02,40.55,Europe,Thermi Greece
Courcouronnes France,2.42,48.62,Europe,Courcouronnes France
Fez Morocco,-5,34.05,Africa,Fez Morocco
Errachidia Morocco,-4.45,31.94,Africa,Errachidia Morocco
Meknes Morocco,-5.56,33.9,Africa,Meknes Morocco
Qianan China,124.02,44.99,Asia,Qianan China
Evansville USA,-87.54,37.98,Americas,Evansville USA
Waterford Ireland,-7.13,52.26,Europe,Waterford Ireland
Molina Chile,-71.28,-35.11,Americas,Molina Chile
Tornio Finland,24.17,65.86,Europe,Tornio Finland
Ratingen Germany,6.85,51.3,Europe,Ratingen Germany
Wachtberg Germany,7.11,50.63,Europe,Wachtberg Germany
Antalya Turkey,30.71,36.89,Asia,Antalya Turkey
Birmensdorf Switzerland,8.43,47.36,Europe,Birmensdorf Switzerland
Okigwe Nigeria,7.35,5.85,Africa,Okigwe Nigeria
Abakaliki Nigeria,8.11,6.33,Africa,Abakaliki Nigeria
Aba Nigeria,7.35,5.1,Africa,Aba Nigeria
Tananger Norway,5.6,58.94,Europe,Tananger Norway
Ventspils Latvia,21.56,57.4,Europe,Ventspils Latvia
Limeil-Brevannes France,2.48,48.74,Europe,Limeil-Brevannes France
Sulejowek Poland,21.27,52.25,Europe,Sulejowek Poland
Noda Japan,139.87,35.95,Asia,Noda Japan
Sanda Japan,135.22,34.89,Asia,Sanda Japan
Compiegne France,2.82,49.41,Europe,Compiegne France
Salzburg Austria,13.04,47.81,Europe,Salzburg Austria
Krasnodar Russia,38.98,45.03,Europe,Krasnodar Russia
Tournefeuille France,1.34,43.59,Europe,Tournefeuille France
Zollikofen Switzerland,7.44,47.01,Europe,Zollikofen Switzerland
Aalborg Denmark,9.93,57.03,Europe,Aalborg Denmark
Renqiu China,116.07,38.7,Asia,Renqiu China
Inonu Turkey,33.77,37.32,Asia,Inonu Turkey
Bobingen Germany,10.82,48.27,Europe,Bobingen Germany
Codogno Italy,9.69,45.17,Europe,Codogno Italy
Telford UK,-2.47,52.68,Europe,Telford UK
Hearst Canada,-83.67,49.7,Americas,Hearst Canada
Laval France,-0.78,48.07,Europe,Laval France
Oldham UK,-2.12,53.55,Europe,Oldham UK
Pushchino Russia,37.6,54.83,Europe,Pushchino Russia
Hoddesdon UK,-0.02,51.76,Europe,Hoddesdon UK
Hertford UK,-0.09,51.8,Europe,Hertford UK
Trenton USA,-74.76,40.22,Americas,Trenton USA
Runcorn UK,-2.75,53.34,Europe,Runcorn UK
Murfreesboro USA,-86.39,35.85,Americas,Murfreesboro USA
Lindau Germany,9.7,47.56,Europe,Lindau Germany
Tinglev Denmark,9.25,54.93,Europe,Tinglev Denmark
Birkenhead UK,-3.04,53.39,Europe,Birkenhead UK
Taikang China,124.43,46.87,Asia,Taikang China
Tarkwa Ghana,-2,5.3,Africa,Tarkwa Ghana
Beawar India,74.3,26.1,Asia,Beawar India
Swakopmund Namibia,14.52,-22.67,Africa,Swakopmund Namibia
Tuapse Russia,39.07,44.11,Europe,Tuapse Russia
Pontevedra Spain,-8.66,42.42,Europe,Pontevedra Spain
Merignac France,-0.65,44.87,Europe,Merignac France
Lokoja Nigeria,6.74,7.81,Africa,Lokoja Nigeria
Bose China,106.62,23.91,Asia,Bose China
Nianzishan China,122.88,47.51,Asia,Nianzishan China
Jiangyin China,120.26,31.9,Asia,Jiangyin China
Ilion Greece,23.71,38.03,Europe,Ilion Greece
Qinzhou China,108.62,21.95,Asia,Qinzhou China
Feicheng China,117.95,35.27,Asia,Feicheng China
Ayutthaya Thailand,100.57,14.36,Asia,Ayutthaya Thailand
Deqing China,120.08,30.55,Asia,Deqing China
Sopot Poland,18.56,54.44,Europe,Sopot Poland
Motihari India,84.91,26.66,Asia,Motihari India
Kaiyuan China,124.04,42.53,Asia,Kaiyuan China
Shaoguan China,113.58,24.8,Asia,Shaoguan China
Redding USA,-122.36,40.57,Americas,Redding USA
Saint-Avold France,6.71,49.11,Europe,Saint-Avold France
Madrid Colombia,-74.27,4.74,Americas,Madrid Colombia
Acheres France,2.06,48.97,Europe,Acheres France
Svobody Russia,43.05,44.03,Europe,Svobody Russia
Ulyanovsk Russia,48.4,54.33,Europe,Ulyanovsk Russia
Schleswig Germany,9.55,54.54,Europe,Schleswig Germany
Kanda Japan,130.98,33.78,Asia,Kanda Japan
Sundsvall Sweden,17.33,62.4,Europe,Sundsvall Sweden
Talagante Chile,-70.93,-33.66,Americas,Talagante Chile
Singleton Australia,151.16,-32.57,Oceania,Singleton Australia
Novorossiysk Russia,37.77,44.72,Europe,Novorossiysk Russia
Tengzhou China,117.15,35.09,Asia,Tengzhou China
Tonekabon Iran,50.88,36.82,Asia,Tonekabon Iran
Amol Iran,52.4,36.43,Asia,Amol Iran
Chimoio Mozambique,33.47,-19.12,Africa,Chimoio Mozambique
Steffisburg Switzerland,7.62,46.79,Europe,Steffisburg Switzerland
Vologda Russia,39.9,59.22,Europe,Vologda Russia
Ilheus Brazil,-39.05,-14.78,Americas,Ilheus Brazil
Caldas Colombia,-75.65,6.11,Americas,Caldas Colombia
Buenaventura Colombia,-77.04,3.89,Americas,Buenaventura Colombia
Pomezia Italy,12.51,41.68,Europe,Pomezia Italy
Lelystad Netherlands,5.45,52.52,Europe,Lelystad Netherlands
Bishnupur India,87.33,23.08,Asia,Bishnupur India
Nava Mexico,-100.77,28.42,Americas,Nava Mexico
Colima Mexico,-103.73,19.24,Americas,Colima Mexico
L'Union France,1.48,43.66,Europe,L'Union France
Odessa USA,-102.35,31.87,Americas,Odessa USA
Blagnac France,1.39,43.63,Europe,Blagnac France
Carrara Italy,10.07,44.07,Europe,Carrara Italy
Freising Germany,11.73,48.41,Europe,Freising Germany
Bellflower USA,-118.13,33.89,Americas,Bellflower USA
Paralimni Cyprus,33.98,35.05,Asia,Paralimni Cyprus
Shenxian China,115.66,36.24,Asia,Shenxian China
Nishihara Japan,127.76,26.23,Asia,Nishihara Japan
Saetre Norway,10.52,59.68,Europe,Saetre Norway
Yumen China,97.73,39.83,Asia,Yumen China
Nanyo Japan,140.15,38.05,Asia,Nanyo Japan
Guimaraes Portugal,-8.3,41.44,Europe,Guimaraes Portugal
Ahvaz Iran,48.72,31.28,Asia,Ahvaz Iran
Kolhapur India,74.22,16.7,Asia,Kolhapur India
Nsukka Nigeria,7.39,6.86,Africa,Nsukka Nigeria
Enugu Nigeria,7.5,6.33,Africa,Enugu Nigeria
Okara Pakistan,73.45,30.81,Asia,Okara Pakistan
Brick USA,-74.11,40.06,Americas,Brick USA
Linkoping Sweden,15.63,58.41,Europe,Linkoping Sweden
Penteli Greece,23.87,38.05,Europe,Penteli Greece
Lofos Greece,22.38,40.24,Europe,Lofos Greece
Varazdin Croatia,16.33,46.31,Europe,Varazdin Croatia
Fuchu Japan,139.48,35.67,Asia,Fuchu Japan
Anaheim USA,-117.87,33.84,Americas,Anaheim USA
Liverpool Canada,-64.72,44.03,Americas,Liverpool Canada
Durango Mexico,-104.67,24.03,Americas,Durango Mexico
Stade Germany,9.46,53.61,Europe,Stade Germany
Tervuren Belgium,4.52,50.82,Europe,Tervuren Belgium
Sceaux France,2.29,48.78,Europe,Sceaux France
Radeberg Germany,13.91,51.12,Europe,Radeberg Germany
Oberursel Germany,8.58,50.21,Europe,Oberursel Germany
Exeter Canada,-81.48,43.35,Americas,Exeter Canada
Xuchang China,113.82,34.02,Asia,Xuchang China
Pingxiang China,113.85,27.62,Asia,Pingxiang China
Shizuishan China,106.76,39.23,Asia,Shizuishan China
Tongzhou China,116.64,39.9,Asia,Tongzhou China
Xichang China,102.3,27.88,Asia,Xichang China
Zhaotong China,103.72,27.32,Asia,Zhaotong China
Shanwei China,115.35,22.78,Asia,Shanwei China
Varna Bulgaria,27.9,43.21,Europe,Varna Bulgaria
Jahrom Iran,53.57,28.55,Asia,Jahrom Iran
Talcahuano Chile,-73.13,-36.74,Americas,Talcahuano Chile
Ushuaia Argentina,-68.31,-54.79,Americas,Ushuaia Argentina
Saint-Quentin France,3.28,49.85,Europe,Saint-Quentin France
Muttenz Switzerland,7.64,47.52,Europe,Muttenz Switzerland
Galati Romania,28.04,45.44,Europe,Galati Romania
Huelva Spain,-6.94,37.25,Europe,Huelva Spain
Jupiter USA,-80.1,26.92,Americas,Jupiter USA
Loni India,77.28,28.75,Asia,Loni India
Hengshui China,115.7,37.72,Asia,Hengshui China
Ancona Italy,13.5,43.6,Europe,Ancona Italy
Yokkaichi Japan,136.64,34.97,Asia,Yokkaichi Japan
Niort France,-0.47,46.32,Europe,Niort France
Launceston Australia,147.13,-41.45,Oceania,Launceston Australia
Southampton Canada,-81.37,44.5,Americas,Southampton Canada
Granada Colombia,-74.57,5.07,Americas,Granada Colombia
Nantwich UK,-2.52,53.07,Europe,Nantwich UK
Fukuroi Japan,137.93,34.75,Asia,Fukuroi Japan
Nizwa Oman,57.53,22.92,Asia,Nizwa Oman
Tonbridge UK,0.28,51.2,Europe,Tonbridge UK
Cernay France,7.17,47.81,Europe,Cernay France
Fiumicino Italy,12.23,41.77,Europe,Fiumicino Italy
Porcupine Canada,-81.2,48.47,Americas,Porcupine Canada
Monthey Switzerland,6.93,46.27,Europe,Monthey Switzerland
Cubatao Brazil,-46.42,-23.89,Americas,Cubatao Brazil
Blomberg Germany,9.09,51.95,Europe,Blomberg Germany
Aprilia Italy,12.65,41.6,Europe,Aprilia Italy
Dottikon Switzerland,8.23,47.38,Europe,Dottikon Switzerland
Netanya Israel,34.86,32.33,Asia,Netanya Israel
Hualian Taiwan,121.59,23.99,Asia,Hualian Taiwan
Teltow Germany,13.3,52.41,Europe,Teltow Germany
Xinmin China,122.82,42,Asia,Xinmin China
Freudenberg Germany,7.86,50.9,Europe,Freudenberg Germany
Tindivanam India,79.65,12.24,Asia,Tindivanam India
Shegaon India,76.68,20.78,Asia,Shegaon India
Keller USA,-97.23,32.93,Americas,Keller USA
Katwa India,88.13,23.65,Asia,Katwa India
Jiulong China,114.17,22.32,Asia,Jiulong China
Wolfville Canada,-64.37,45.08,Americas,Wolfville Canada
Rimouski Canada,-68.54,48.44,Americas,Rimouski Canada
Bolton Canada,-79.73,43.88,Americas,Bolton Canada
Griesheim Germany,8.56,49.87,Europe,Griesheim Germany
Chekhov Russia,37.48,55.15,Europe,Chekhov Russia
Broomfield USA,-105.06,39.94,Americas,Broomfield USA
Victoria Mexico,-99.13,23.73,Americas,Victoria Mexico
Harpenden UK,-0.36,51.82,Europe,Harpenden UK
Middelburg Netherlands,3.61,51.5,Europe,Middelburg Netherlands
Yanji China,129.52,42.88,Asia,Yanji China
Apartado Colombia,-76.64,7.89,Americas,Apartado Colombia
Modesto USA,-120.99,37.66,Americas,Modesto USA
Chaohu China,117.87,31.6,Asia,Chaohu China
Wanze Belgium,5.22,50.53,Europe,Wanze Belgium
Germering Germany,11.36,48.13,Europe,Germering Germany
Klosterneuburg Austria,16.31,48.31,Europe,Klosterneuburg Austria
Wetzlar Germany,8.5,50.56,Europe,Wetzlar Germany
Tandil Argentina,-59.15,-37.32,Americas,Tandil Argentina
Kalkara Malta,14.54,35.89,Europe,Kalkara Malta
Epping UK,0.12,51.7,Europe,Epping UK
Lucca Italy,10.5,43.85,Europe,Lucca Italy
Cortona Italy,11.97,43.28,Europe,Cortona Italy
Canmore Canada,-115.35,51.09,Americas,Canmore Canada
Chidambaram India,79.68,11.4,Asia,Chidambaram India
Panvel India,73.1,19,Asia,Panvel India
Dalmine Italy,9.59,45.65,Europe,Dalmine Italy
Nanded India,77.29,19.17,Asia,Nanded India
Kriens Switzerland,8.27,47.03,Europe,Kriens Switzerland
Kitami Japan,143.89,43.81,Asia,Kitami Japan
Uzhhorod Ukraine,22.3,48.62,Europe,Uzhhorod Ukraine
Tewkesbury UK,-2.15,52,Europe,Tewkesbury UK
Rotterdam Netherlands,4.48,51.93,Europe,Rotterdam Netherlands
Mardan Pakistan,72.04,34.2,Asia,Mardan Pakistan
Yingkou China,122.28,40.67,Asia,Yingkou China
Abilene USA,-99.74,32.45,Americas,Abilene USA
Rizal Philippines,121.1,15.71,Asia,Rizal Philippines
Landau Germany,8.11,49.2,Europe,Landau Germany
Pingyi China,117.62,35.51,Asia,Pingyi China
Salaberry-de-Valleyfield Canada,-74.14,45.26,Americas,Salaberry-de-Valleyfield Canada
Blaustein Germany,9.92,48.42,Europe,Blaustein Germany
Marsaxlokk Malta,14.54,35.84,Europe,Marsaxlokk Malta
Lohu Estonia,24.79,59.14,Europe,Lohu Estonia
Saint-Augustin Canada,-58.65,51.23,Americas,Saint-Augustin Canada
Akiruno Japan,139.29,35.72,Asia,Akiruno Japan
Frodsham UK,-2.73,53.3,Europe,Frodsham UK
Epinal France,6.44,48.18,Europe,Epinal France
Mansfield USA,-82.53,40.76,Americas,Mansfield USA
Kislovodsk Russia,42.72,43.91,Europe,Kislovodsk Russia
Thanyaburi Thailand,100.71,14.02,Asia,Thanyaburi Thailand
Tamworth UK,-1.69,52.63,Europe,Tamworth UK
Maiduguri Nigeria,13.16,11.85,Africa,Maiduguri Nigeria
Botucatu Brazil,-48.45,-22.88,Americas,Botucatu Brazil
Cherkessk Russia,42.06,44.29,Europe,Cherkessk Russia
Lalitpur Nepal,85.32,27.68,Asia,Lalitpur Nepal
Farnham UK,-0.8,51.21,Europe,Farnham UK
Saint-Hubert Belgium,5.38,50.02,Europe,Saint-Hubert Belgium
March UK,0.08,52.55,Europe,March UK
Schenefeld Germany,9.81,53.61,Europe,Schenefeld Germany
Donghai China,115.63,22.95,Asia,Donghai China
Nanhai China,111.76,30.18,Asia,Nanhai China
Tianmen China,113.16,30.66,Asia,Tianmen China
Songling China,120.66,31.13,Asia,Songling China
Mudanjiang China,129.6,44.58,Asia,Mudanjiang China
Yuhong China,123.5,41.82,Asia,Yuhong China
Petrozavodsk Russia,34.33,61.82,Europe,Petrozavodsk Russia
Valledupar Colombia,-73.25,10.48,Americas,Valledupar Colombia
Abeche Chad,20.83,13.84,Africa,Abeche Chad
Spiez Switzerland,7.67,46.69,Europe,Spiez Switzerland
Mona Jamaica,-76.73,18,Americas,Mona Jamaica
Bandar Indonesia,99.75,2.05,Asia,Bandar Indonesia
Nilai Malaysia,101.8,2.82,Asia,Nilai Malaysia
Huizhou China,114.4,23.08,Asia,Huizhou China
Palencia Spain,-4.54,42.03,Europe,Palencia Spain
Anantapur India,77.59,14.7,Asia,Anantapur India
Iwase Japan,140.1,36.36,Asia,Iwase Japan
Ravila Estonia,25.22,59.18,Europe,Ravila Estonia
Pionki Poland,21.46,51.49,Europe,Pionki Poland
Ptuj Slovenia,15.86,46.42,Europe,Ptuj Slovenia
Nelson UK,-2.22,53.84,Europe,Nelson UK
Palapye Botswana,27.13,-22.56,Africa,Palapye Botswana
Petrila Romania,23.42,45.45,Europe,Petrila Romania
Ichalkaranji India,74.46,16.69,Asia,Ichalkaranji India
Voorhout Netherlands,4.48,52.22,Europe,Voorhout Netherlands
Carson USA,-118.26,33.84,Americas,Carson USA
Odawara Japan,139.16,35.25,Asia,Odawara Japan
Dallas Canada,-120.46,50.66,Americas,Dallas Canada
Greenwich USA,-73.59,41.04,Americas,Greenwich USA
Calabar Nigeria,8.31,4.96,Africa,Calabar Nigeria
Bauru Brazil,-49.08,-22.33,Americas,Bauru Brazil
Oshkosh USA,-88.55,44.02,Americas,Oshkosh USA
Skipton UK,-2.02,53.97,Europe,Skipton UK
Nirasaki Japan,138.47,35.71,Asia,Nirasaki Japan
Livonia USA,-83.37,42.4,Americas,Livonia USA
Chumphon Thailand,99.19,10.51,Asia,Chumphon Thailand
Forli Italy,12.03,44.22,Europe,Forli Italy
Police Poland,14.56,53.55,Europe,Police Poland
Buckley UK,-3.08,53.17,Europe,Buckley UK
Hope Canada,-121.43,49.38,Americas,Hope Canada
Kirkuk Iraq,44.41,35.47,Asia,Kirkuk Iraq
Schiedam Netherlands,4.37,51.94,Europe,Schiedam Netherlands
Santa Peru,-78.63,-8.98,Americas,Santa Peru
Sumter USA,-80.39,33.94,Americas,Sumter USA
Romsey UK,-1.5,50.98,Europe,Romsey UK
Yellowknife Canada,-114.36,62.46,Americas,Yellowknife Canada
Asuncion Paraguay,-57.63,-25.3,Americas,Asuncion Paraguay
Gedera Israel,34.78,31.82,Asia,Gedera Israel
Victoria Chile,-72.34,-38.24,Americas,Victoria Chile
Nandan Japan,134.71,34.26,Asia,Nandan Japan
Ibara Japan,133.47,34.6,Asia,Ibara Japan
Alba Italy,8.03,44.71,Europe,Alba Italy
Soja Japan,133.74,34.68,Asia,Soja Japan
Kingston Jamaica,-76.8,17.99,Americas,Kingston Jamaica
Stamford USA,-73.55,41.1,Americas,Stamford USA
Miass Russia,60.09,55,Europe,Miass Russia
Tring UK,-0.65,51.78,Europe,Tring UK
Kamakura Japan,139.55,35.32,Asia,Kamakura Japan
Dali China,100.15,25.7,Asia,Dali China
Ipoh Malaysia,101.07,4.6,Asia,Ipoh Malaysia
Ramsar Iran,50.67,36.9,Asia,Ramsar Iran
Kovrov Russia,41.32,56.36,Europe,Kovrov Russia
Tlalnepantla Mexico,-99.19,19.54,Americas,Tlalnepantla Mexico
Kodaira Japan,139.49,35.74,Asia,Kodaira Japan
Palmerston Canada,-80.85,43.83,Americas,Palmerston Canada
Illkirch-Graffenstaden France,7.7,48.53,Europe,Illkirch-Graffenstaden France
Bracknell UK,-0.77,51.42,Europe,Bracknell UK
Insurgentes Mexico,-111.78,25.26,Americas,Insurgentes Mexico
Monheim Germany,6.88,51.09,Europe,Monheim Germany
Bentley UK,-1.15,53.53,Europe,Bentley UK
Best Netherlands,5.4,51.5,Europe,Best Netherlands
Bilaspur India,82.15,22.09,Asia,Bilaspur India
Malmo Sweden,13.02,55.61,Europe,Malmo Sweden
Helsingborg Sweden,12.7,56.05,Europe,Helsingborg Sweden
Leigh UK,-2.53,53.5,Europe,Leigh UK
Buchen Germany,9.33,49.52,Europe,Buchen Germany
Chesapeake USA,-76.31,36.68,Americas,Chesapeake USA
Bloomfield USA,-74.19,40.81,Americas,Bloomfield USA
Tiruchengode India,77.9,11.38,Asia,Tiruchengode India
Isernia Italy,14.31,41.59,Europe,Isernia Italy
Campobasso Italy,14.65,41.57,Europe,Campobasso Italy
Shalu Taiwan,120.55,24.24,Asia,Shalu Taiwan
Ramsgate UK,1.4,51.34,Europe,Ramsgate UK
Sandwich USA,-70.5,41.76,Americas,Sandwich USA
Baranzate Italy,9.12,45.53,Europe,Baranzate Italy
Heilbronn Germany,9.22,49.14,Europe,Heilbronn Germany
Xinan China,112.89,23.17,Asia,Xinan China
Summerland Canada,-119.69,49.61,Americas,Summerland Canada
Chichester UK,-0.78,50.83,Europe,Chichester UK
Plymouth USA,-70.67,41.96,Americas,Plymouth USA
Perth Canada,-76.23,44.88,Americas,Perth Canada
Warwick Canada,-71.98,45.95,Americas,Warwick Canada
Rafsanjan Iran,56.02,30.42,Asia,Rafsanjan Iran
Reynosa Mexico,-98.28,26.08,Americas,Reynosa Mexico
Ra'anana Israel,34.88,32.19,Asia,Ra'anana Israel
Murom Russia,42.04,55.57,Europe,Murom Russia
Rockhampton Australia,150.51,-23.37,Oceania,Rockhampton Australia
Yonezawa Japan,140.1,37.91,Asia,Yonezawa Japan
Guarapuava Brazil,-51.48,-25.38,Americas,Guarapuava Brazil
Rouyn-Noranda Canada,-79.03,48.24,Americas,Rouyn-Noranda Canada
Dennis USA,-70.2,41.74,Americas,Dennis USA
Podgorica Montenegro,19.28,42.47,Europe,Podgorica Montenegro
Wukari Nigeria,9.77,7.88,Africa,Wukari Nigeria
Gombe Nigeria,11.17,10.29,Africa,Gombe Nigeria
