"Year","Explosive_List","Count","YearTotal","Percentage","graphorder"
2001,"2,4,6-Trinitrotoluene (TNT)",7,27,17.0731707317073,2001
2002,"2,4,6-Trinitrotoluene (TNT)",7,21,20,2001
2003,"2,4,6-Trinitrotoluene (TNT)",8,20,16,2001
2004,"2,4,6-Trinitrotoluene (TNT)",3,24,10,2001
2005,"2,4,6-Trinitrotoluene (TNT)",8,31,13.5593220338983,2001
2006,"2,4,6-Trinitrotoluene (TNT)",6,31,15.3846153846154,2001
2007,"2,4,6-Trinitrotoluene (TNT)",40,148,19.047619047619,2001
2008,"2,4,6-Trinitrotoluene (TNT)",53,167,23.4513274336283,2001
2009,"2,4,6-Trinitrotoluene (TNT)",58,199,20.4225352112676,2001
2010,"2,4,6-Trinitrotoluene (TNT)",81,318,24.3243243243243,2001
2011,"2,4,6-Trinitrotoluene (TNT)",94,358,22.6506024096386,2001
2012,"2,4,6-Trinitrotoluene (TNT)",133,457,21.8032786885246,2001
2013,"2,4,6-Trinitrotoluene (TNT)",73,252,21.1594202898551,2001
2014,"2,4,6-Trinitrotoluene (TNT)",90,337,19.5652173913043,2001
2015,"2,4,6-Trinitrotoluene (TNT)",54,220,18.6206896551724,2001
2016,"2,4,6-Trinitrotoluene (TNT)",63,235,17.4515235457064,2001
2017,"2,4,6-Trinitrotoluene (TNT)",77,285,18.7347931873479,2001
2018,"2,4,6-Trinitrotoluene (TNT)",84,413,15.4696132596685,2001
2019,"2,4,6-Trinitrotoluene (TNT)",70,341,14.8619957537155,2001
2020,"2,4,6-Trinitrotoluene (TNT)",98,380,20,2001
2021,"2,4,6-Trinitrotoluene (TNT)",61,380,12.8964059196617,2001
2022,"2,4,6-Trinitrotoluene (TNT)",4,21,16,2001
2001,"Ammonium Nitrate (AN)",1,27,2.4390243902439,2001
2002,"Ammonium Nitrate (AN)",1,21,2.85714285714286,2001
2003,"Ammonium Nitrate (AN)",2,20,4,2001
2004,"Ammonium Nitrate (AN)",2,24,6.66666666666667,2001
2006,"Ammonium Nitrate (AN)",2,31,5.12820512820513,2001
2007,"Ammonium Nitrate (AN)",4,148,1.9047619047619,2001
2008,"Ammonium Nitrate (AN)",3,167,1.32743362831858,2001
2009,"Ammonium Nitrate (AN)",8,199,2.8169014084507,2001
2010,"Ammonium Nitrate (AN)",8,318,2.4024024024024,2001
2011,"Ammonium Nitrate (AN)",10,358,2.40963855421687,2001
2012,"Ammonium Nitrate (AN)",15,457,2.45901639344262,2001
2013,"Ammonium Nitrate (AN)",9,252,2.60869565217391,2001
2014,"Ammonium Nitrate (AN)",19,337,4.1304347826087,2001
2015,"Ammonium Nitrate (AN)",12,220,4.13793103448276,2001
2016,"Ammonium Nitrate (AN)",9,235,2.49307479224377,2001
2017,"Ammonium Nitrate (AN)",22,285,5.35279805352798,2001
2018,"Ammonium Nitrate (AN)",28,413,5.15653775322284,2001
2019,"Ammonium Nitrate (AN)",15,341,3.18471337579618,2001
2020,"Ammonium Nitrate (AN)",22,380,4.48979591836735,2001
2021,"Ammonium Nitrate (AN)",25,380,5.28541226215645,2001
2022,"Ammonium Nitrate (AN)",4,21,16,2001
2001,"Cyclotetramethylene-Tetranitramine (HMX)",1,27,2.4390243902439,2001
2002,"Cyclotetramethylene-Tetranitramine (HMX)",2,21,5.71428571428571,2001
2003,"Cyclotetramethylene-Tetranitramine (HMX)",3,20,6,2001
2004,"Cyclotetramethylene-Tetranitramine (HMX)",1,24,3.33333333333333,2001
2005,"Cyclotetramethylene-Tetranitramine (HMX)",4,31,6.77966101694915,2001
2006,"Cyclotetramethylene-Tetranitramine (HMX)",3,31,7.69230769230769,2001
2007,"Cyclotetramethylene-Tetranitramine (HMX)",14,148,6.66666666666667,2001
2008,"Cyclotetramethylene-Tetranitramine (HMX)",12,167,5.30973451327434,2001
2009,"Cyclotetramethylene-Tetranitramine (HMX)",13,199,4.5774647887324,2001
2010,"Cyclotetramethylene-Tetranitramine (HMX)",17,318,5.1051051051051,2001
2011,"Cyclotetramethylene-Tetranitramine (HMX)",18,358,4.33734939759036,2001
2012,"Cyclotetramethylene-Tetranitramine (HMX)",46,457,7.54098360655738,2001
2013,"Cyclotetramethylene-Tetranitramine (HMX)",27,252,7.82608695652174,2001
2014,"Cyclotetramethylene-Tetranitramine (HMX)",17,337,3.69565217391304,2001
2015,"Cyclotetramethylene-Tetranitramine (HMX)",18,220,6.20689655172414,2001
2016,"Cyclotetramethylene-Tetranitramine (HMX)",13,235,3.601108033241,2001
2017,"Cyclotetramethylene-Tetranitramine (HMX)",20,285,4.8661800486618,2001
2018,"Cyclotetramethylene-Tetranitramine (HMX)",42,413,7.73480662983425,2001
2019,"Cyclotetramethylene-Tetranitramine (HMX)",40,341,8.49256900212314,2001
2020,"Cyclotetramethylene-Tetranitramine (HMX)",37,380,7.55102040816327,2001
2021,"Cyclotetramethylene-Tetranitramine (HMX)",45,380,9.51374207188161,2001
2022,"Cyclotetramethylene-Tetranitramine (HMX)",1,21,4,2001
2001,"Cyclotrimethylene-Trinitramine (RDX)",6,27,14.6341463414634,2001
2002,"Cyclotrimethylene-Trinitramine (RDX)",4,21,11.4285714285714,2001
2003,"Cyclotrimethylene-Trinitramine (RDX)",6,20,12,2001
2004,"Cyclotrimethylene-Trinitramine (RDX)",3,24,10,2001
2005,"Cyclotrimethylene-Trinitramine (RDX)",7,31,11.864406779661,2001
2006,"Cyclotrimethylene-Trinitramine (RDX)",6,31,15.3846153846154,2001
2007,"Cyclotrimethylene-Trinitramine (RDX)",31,148,14.7619047619048,2001
2008,"Cyclotrimethylene-Trinitramine (RDX)",37,167,16.3716814159292,2001
2009,"Cyclotrimethylene-Trinitramine (RDX)",31,199,10.9154929577465,2001
2010,"Cyclotrimethylene-Trinitramine (RDX)",41,318,12.3123123123123,2001
2011,"Cyclotrimethylene-Trinitramine (RDX)",52,358,12.5301204819277,2001
2012,"Cyclotrimethylene-Trinitramine (RDX)",86,457,14.0983606557377,2001
2013,"Cyclotrimethylene-Trinitramine (RDX)",51,252,14.7826086956522,2001
2014,"Cyclotrimethylene-Trinitramine (RDX)",47,337,10.2173913043478,2001
2015,"Cyclotrimethylene-Trinitramine (RDX)",44,220,15.1724137931034,2001
2016,"Cyclotrimethylene-Trinitramine (RDX)",36,235,9.97229916897507,2001
2017,"Cyclotrimethylene-Trinitramine (RDX)",43,285,10.4622871046229,2001
2018,"Cyclotrimethylene-Trinitramine (RDX)",65,413,11.9705340699816,2001
2019,"Cyclotrimethylene-Trinitramine (RDX)",49,341,10.4033970276008,2001
2020,"Cyclotrimethylene-Trinitramine (RDX)",62,380,12.6530612244898,2001
2021,"Cyclotrimethylene-Trinitramine (RDX)",51,380,10.7822410147992,2001
2022,"Cyclotrimethylene-Trinitramine (RDX)",1,21,4,2001
2001,"Pentaerythritol Tetranitrate (PETN)",2,27,4.8780487804878,2001
2002,"Pentaerythritol Tetranitrate (PETN)",2,21,5.71428571428571,2001
2003,"Pentaerythritol Tetranitrate (PETN)",4,20,8,2001
2004,"Pentaerythritol Tetranitrate (PETN)",1,24,3.33333333333333,2001
2005,"Pentaerythritol Tetranitrate (PETN)",4,31,6.77966101694915,2001
2006,"Pentaerythritol Tetranitrate (PETN)",1,31,2.56410256410256,2001
2007,"Pentaerythritol Tetranitrate (PETN)",12,148,5.71428571428571,2001
2008,"Pentaerythritol Tetranitrate (PETN)",12,167,5.30973451327434,2001
2009,"Pentaerythritol Tetranitrate (PETN)",12,199,4.22535211267606,2001
2010,"Pentaerythritol Tetranitrate (PETN)",15,318,4.5045045045045,2001
2011,"Pentaerythritol Tetranitrate (PETN)",16,358,3.85542168674699,2001
2012,"Pentaerythritol Tetranitrate (PETN)",36,457,5.9016393442623,2001
2013,"Pentaerythritol Tetranitrate (PETN)",21,252,6.08695652173913,2001
2014,"Pentaerythritol Tetranitrate (PETN)",21,337,4.56521739130435,2001
2015,"Pentaerythritol Tetranitrate (PETN)",14,220,4.82758620689655,2001
2016,"Pentaerythritol Tetranitrate (PETN)",27,235,7.4792243767313,2001
2017,"Pentaerythritol Tetranitrate (PETN)",26,285,6.32603406326034,2001
2018,"Pentaerythritol Tetranitrate (PETN)",36,413,6.62983425414365,2001
2019,"Pentaerythritol Tetranitrate (PETN)",26,341,5.52016985138004,2001
2020,"Pentaerythritol Tetranitrate (PETN)",21,380,4.28571428571429,2001
2021,"Pentaerythritol Tetranitrate (PETN)",23,380,4.86257928118393,2001
2001,"Triacetone Triperoxide (TATP)",1,27,2.4390243902439,2001
2002,"Triacetone Triperoxide (TATP)",2,21,5.71428571428571,2001
2003,"Triacetone Triperoxide (TATP)",2,20,4,2001
2004,"Triacetone Triperoxide (TATP)",2,24,6.66666666666667,2001
2005,"Triacetone Triperoxide (TATP)",3,31,5.08474576271187,2001
2006,"Triacetone Triperoxide (TATP)",4,31,10.2564102564103,2001
2007,"Triacetone Triperoxide (TATP)",2,148,0.952380952380952,2001
2008,"Triacetone Triperoxide (TATP)",10,167,4.42477876106195,2001
2009,"Triacetone Triperoxide (TATP)",11,199,3.87323943661972,2001
2010,"Triacetone Triperoxide (TATP)",22,318,6.60660660660661,2001
2011,"Triacetone Triperoxide (TATP)",13,358,3.13253012048193,2001
2012,"Triacetone Triperoxide (TATP)",20,457,3.27868852459016,2001
2013,"Triacetone Triperoxide (TATP)",10,252,2.89855072463768,2001
2014,"Triacetone Triperoxide (TATP)",13,337,2.82608695652174,2001
2015,"Triacetone Triperoxide (TATP)",8,220,2.75862068965517,2001
2016,"Triacetone Triperoxide (TATP)",9,235,2.49307479224377,2001
2017,"Triacetone Triperoxide (TATP)",12,285,2.91970802919708,2001
2018,"Triacetone Triperoxide (TATP)",18,413,3.31491712707182,2001
2019,"Triacetone Triperoxide (TATP)",16,341,3.39702760084926,2001
2020,"Triacetone Triperoxide (TATP)",14,380,2.85714285714286,2001
2021,"Triacetone Triperoxide (TATP)",14,380,2.95983086680761,2001
2022,"Triacetone Triperoxide (TATP)",3,21,12,2001
